CODEPAGE 932            ; Japanese - ANSI, OEM
0x41	0x0411	;ÑA Cyrillic Capital Be
0x42	0x0412	;ÑB Cyrillic Capital Ve
0x43	0x0413	;ÑC Cyrillic Capital Ge
0x44	0x0414	;ÑD Cyrillic Capital De
0x45	0x0415	;ÑE Cyrillic Capital Ie
0x46	0x0401	;ÑF Cyrillic Capital Io
0x47	0x0416	;ÑG Cyrillic Capital Zhe
0x48	0x0417	;ÑH Cyrillic Capital Ze
0x49	0x0418	;ÑI Cyrillic Capital Ii
0x4a	0x0419	;ÑJ Cyrillic Capital Short Ii
0x4b	0x041a	;ÑK Cyrillic Capital Ka
0x4c	0x041b	;ÑL Cyrillic Capital El
0x4d	0x041c	;ÑM Cyrillic Capital Em
0x4e	0x041d	;ÑN Cyrillic Capital En
0x4f	0x041e	;ÑO Cyrillic Capital O
0x50	0x041f	;ÑP Cyrillic Capital Pe
0x51	0x0420	;ÑQ Cyrillic Capital Er
0x52	0x0421	;ÑR Cyrillic Capital Es
0x53	0x0422	;ÑS Cyrillic Capital Te
0x54	0x0423	;ÑT Cyrillic Capital U
0x55	0x0424	;ÑU Cyrillic Capital Ef
0x56	0x0425	;ÑV Cyrillic Capital Kha
0x57	0x0426	;ÑW Cyrillic Capital Tse
0x58	0x0427	;ÑX Cyrillic Capital Che
0x59	0x0428	;ÑY Cyrillic Capital Sha
0x5a	0x0429	;ÑZ Cyrillic Capital Shcha
0x5b	0x042a	;Ñ[ Cyrillic Capital Hard Sign
0x5c	0x042b	;Ñ\ Cyrillic Capital Yeri
0x5d	0x042c	;Ñ] Cyrillic Capital Soft Sign
0x5e	0x042d	;Ñ^ Cyrillic Capital Reversed E
0x5f	0x042e	;Ñ_ Cyrillic Capital Iu
0x60	0x042f	;Ñ` Cyrillic Capital Ia
0x70	0x0430	;Ñp Cyrillic Small A
0x71	0x0431	;Ñq Cyrillic Small Be
0x72	0x0432	;Ñr Cyrillic Small Ve
0x73	0x0433	;Ñs Cyrillic Small Ge
0x74	0x0434	;Ñt Cyrillic Small De
0x75	0x0435	;Ñu Cyrillic Small Ie
0x76	0x0451	;Ñv Cyrillic Small Io
0x77	0x0436	;Ñw Cyrillic Small Zhe
0x78	0x0437	;Ñx Cyrillic Small Ze
0x79	0x0438	;Ñy Cyrillic Small Ii
0x7a	0x0439	;Ñz Cyrillic Small Short Ii
0x7b	0x043a	;Ñ{ Cyrillic Small Ka
0x7c	0x043b	;Ñ| Cyrillic Small El
0x7d	0x043c	;Ñ} Cyrillic Small Em
0x7e	0x043d	;Ñ~ Cyrillic Small En
0x80	0x043e	;ÑÄ Cyrillic Small O
0x81	0x043f	;ÑÅ Cyrillic Small Pe
0x82	0x0440	;ÑÇ Cyrillic Small Er
0x83	0x0441	;ÑÉ Cyrillic Small Es
0x84	0x0442	;ÑÑ Cyrillic Small Te
0x85	0x0443	;ÑÖ Cyrillic Small U
0x86	0x0444	;ÑÜ Cyrillic Small Ef
0x87	0x0445	;Ñá Cyrillic Small Kha
0x88	0x0446	;Ñà Cyrillic Small Tse
0x89	0x0447	;Ñâ Cyrillic Small Che
0x8a	0x0448	;Ñä Cyrillic Small Sha
0x8b	0x0449	;Ñã Cyrillic Small Shcha
0x8c	0x044a	;Ñå Cyrillic Small Hard Sign
0x8d	0x044b	;Ñç Cyrillic Small Yeri
0x8e	0x044c	;Ñé Cyrillic Small Soft Sign
0x8f	0x044d	;Ñè Cyrillic Small Reversed E
0x90	0x044e	;Ñê Cyrillic Small Iu
0x91	0x044f	;Ñë Cyrillic Small Ia
0x9f	0x2500	;Ñü Forms Light Horizontal
0xa0	0x2502	;Ñ† Forms Light Vertical
0xa1	0x250c	;Ñ° Forms Light Down And Right
0xa2	0x2510	;Ñ¢ Forms Light Down And Left
0xa3	0x2518	;Ñ£ Forms Light Up And Left
0xa4	0x2514	;Ñ§ Forms Light Up And Right
0xa5	0x251c	;Ñ• Forms Light Vertical And Right
0xa6	0x252c	;Ñ¶ Forms Light Down And Horizontal
0xa7	0x2524	;Ñß Forms Light Vertical And Left
0xa8	0x2534	;Ñ® Forms Light Up And Horizontal
0xa9	0x253c	;Ñ© Forms Light Vertical And Horizontal
0xaa	0x2501	;Ñ™ Forms Heavy Horizontal
0xab	0x2503	;Ñ´ Forms Heavy Vertical
0xac	0x250f	;Ñ¨ Forms Heavy Down And Right
0xad	0x2513	;Ñ≠ Forms Heavy Down And Left
0xae	0x251b	;ÑÆ Forms Heavy Up And Left
0xaf	0x2517	;ÑØ Forms Heavy Up And Right
0xb0	0x2523	;Ñ∞ Forms Heavy Vertical And Right
0xb1	0x2533	;Ñ± Forms Heavy Down And Horizontal
0xb2	0x252b	;Ñ≤ Forms Heavy Vertical And Left
0xb3	0x253b	;Ñ≥ Forms Heavy Up And Horizontal
0xb4	0x254b	;Ñ¥ Forms Heavy Vertical And Horizontal
0xb5	0x2520	;Ñµ Forms Vertical Heavy And Right Light
0xb6	0x252f	;Ñ∂ Forms Down Light And Horizontal Heavy
0xb7	0x2528	;Ñ∑ Forms Vertical Heavy And Left Light
0xb8	0x2537	;Ñ∏ Forms Up Light And Horizontal Heavy
0xb9	0x253f	;Ñπ Forms Vertical Light And Horizontal Heavy
0xba	0x251d	;Ñ∫ Forms Vertical Light And Right Heavy
0xbb	0x2530	;Ñª Forms Down Heavy And Horizontal Light
0xbc	0x2525	;Ñº Forms Vertical Light And Left Heavy
0xbd	0x2538	;ÑΩ Forms Up Heavy And Horizontal Light
0xbe	0x2542	;Ñæ Forms Vertical Heavy And Horizontal Light

DBCSTABLE 1             ;LeadByte = 0x85

0x40	0x30fb

DBCSTABLE 1             ;LeadByte = 0x86

0x40	0x30fb

DBCSTABLE 83            ;LeadByte = 0x87

0x40	0x2460	;á@ Circled Digit 1
0x41	0x2461	;áA Circled Digit 2
0x42	0x2462	;áB Circled Digit 3
0x43	0x2463	;áC Circled Digit 4
0x44	0x2464	;áD Circled Digit 5
0x45	0x2465	;áE Circled Digit 6
0x46	0x2466	;áF Circled Digit 7
0x47	0x2467	;áG Circled Digit 8
0x48	0x2468	;áH Circled Digit 9
0x49	0x2469	;áI Circled Number 10
0x4a	0x246a	;áJ Circled Number 11
0x4b	0x246b	;áK Circled Number 12
0x4c	0x246c	;áL Circled Number 13
0x4d	0x246d	;áM Circled Number 14
0x4e	0x246e	;áN Circled Number 15
0x4f	0x246f	;áO Circled Number 16
0x50	0x2470	;áP Circled Number 17
0x51	0x2471	;áQ Circled Number 18
0x52	0x2472	;áR Circled Number 19
0x53	0x2473	;áS Circled Number 20
0x54	0x2160	;áT Roman Numeral 1
0x55	0x2161	;áU Roman Numeral 2
0x56	0x2162	;áV Roman Numeral 3
0x57	0x2163	;áW Roman Numeral 4
0x58	0x2164	;áX Roman Numeral 5
0x59	0x2165	;áY Roman Numeral 6
0x5a	0x2166	;áZ Roman Numeral 7
0x5b	0x2167	;á[ Roman Numeral 8
0x5c	0x2168	;á\ Roman Numeral 9
0x5d	0x2169	;á] Roman Numeral 10
0x5f	0x3349	;á_ Squared Miri
0x60	0x3314	;á` Squared Kiro
0x61	0x3322	;áa Squared Senti
0x62	0x334d	;áb Squared Meetoru
0x63	0x3318	;ác Squared Guramu
0x64	0x3327	;ád Squared Ton
0x65	0x3303	;áe Squared Aaru
0x66	0x3336	;áf Squared Hekutaaru
0x67	0x3351	;ág Squared Rittoru
0x68	0x3357	;áh Squared Watto
0x69	0x330d	;ái Squared Karorii
0x6a	0x3326	;áj Squared Doru
0x6b	0x3323	;ák Squared Sento
0x6c	0x332b	;ál Squared Paasento
0x6d	0x334a	;ám Squared Miribaaru
0x6e	0x333b	;án Squared Peezi
0x6f	0x339c	;áo Squared Mm
0x70	0x339d	;áp Squared Cm
0x71	0x339e	;áq Squared Km
0x72	0x338e	;ár Squared Mg
0x73	0x338f	;ás Squared Kg
0x74	0x33c4	;át Squared Cc
0x75	0x33a1	;áu Squared M Squared
0x7e	0x337b	;á~ Squared Two Ideographs Era Name Heisei
0x80	0x301d	;áÄ Reversed Double Prime Quotation Mark
0x81	0x301f	;áÅ Low Double Prime Quotation Mark
0x82	0x2116	;áÇ Numero
0x83	0x33cd	;áÉ Squared Kk
0x84	0x2121	;áÑ T E L Symbol
0x85	0x32a4	;áÖ Circled Ideograph High
0x86	0x32a5	;áÜ Circled Ideograph Center
0x87	0x32a6	;áá Circled Ideograph Low
0x88	0x32a7	;áà Circled Ideograph Left
0x89	0x32a8	;áâ Circled Ideograph Right
0x8a	0x3231	;áä Parenthesized Ideograph Stock
0x8b	0x3232	;áã Parenthesized Ideograph Have
0x8c	0x3239	;áå Parenthesized Ideograph Represent
0x8d	0x337e	;áç Squared Two Ideographs Era Name Meizi
0x8e	0x337d	;áé Squared Two Ideographs Era Name Taisyou
0x8f	0x337c	;áè Squared Two Ideographs Era Name Syouwa
0x90	0x2252	;áê Approximately Equal To Or The Image Of
0x91	0x2261	;áë Identical To
0x92	0x222b	;áí Integral
0x93	0x222e	;áì Contour Integral
0x94	0x2211	;áî N-Ary Summation
0x95	0x221a	;áï Square Root
0x96	0x22a5	;áñ Up Tack
0x97	0x2220	;áó Angle
0x98	0x221f	;áò Right Angle
0x99	0x22bf	;áô Right Triangle
0x9a	0x2235	;áö Because
0x9b	0x2229	;áõ Intersection
0x9c	0x222a	;áú Union

DBCSTABLE 94            ;LeadByte = 0x88

0x9f	0x4e9c	;àü
0xa0	0x5516	;à†
0xa1	0x5a03	;à°
0xa2	0x963f	;à¢
0xa3	0x54c0	;à£
0xa4	0x611b	;à§
0xa5	0x6328	;à•
0xa6	0x59f6	;à¶
0xa7	0x9022	;àß
0xa8	0x8475	;à®
0xa9	0x831c	;à©
0xaa	0x7a50	;à™
0xab	0x60aa	;à´
0xac	0x63e1	;à¨
0xad	0x6e25	;à≠
0xae	0x65ed	;àÆ
0xaf	0x8466	;àØ
0xb0	0x82a6	;à∞
0xb1	0x9bf5	;à±
0xb2	0x6893	;à≤
0xb3	0x5727	;à≥
0xb4	0x65a1	;à¥
0xb5	0x6271	;àµ
0xb6	0x5b9b	;à∂
0xb7	0x59d0	;à∑
0xb8	0x867b	;à∏
0xb9	0x98f4	;àπ
0xba	0x7d62	;à∫
0xbb	0x7dbe	;àª
0xbc	0x9b8e	;àº
0xbd	0x6216	;àΩ
0xbe	0x7c9f	;àæ
0xbf	0x88b7	;àø
0xc0	0x5b89	;à¿
0xc1	0x5eb5	;à¡
0xc2	0x6309	;à¬
0xc3	0x6697	;à√
0xc4	0x6848	;àƒ
0xc5	0x95c7	;à≈
0xc6	0x978d	;à∆
0xc7	0x674f	;à«
0xc8	0x4ee5	;à»
0xc9	0x4f0a	;à…
0xca	0x4f4d	;à 
0xcb	0x4f9d	;àÀ
0xcc	0x5049	;àÃ
0xcd	0x56f2	;àÕ
0xce	0x5937	;àŒ
0xcf	0x59d4	;àœ
0xd0	0x5a01	;à–
0xd1	0x5c09	;à—
0xd2	0x60df	;à“
0xd3	0x610f	;à”
0xd4	0x6170	;à‘
0xd5	0x6613	;à’
0xd6	0x6905	;à÷
0xd7	0x70ba	;à◊
0xd8	0x754f	;àÿ
0xd9	0x7570	;àŸ
0xda	0x79fb	;à⁄
0xdb	0x7dad	;à€
0xdc	0x7def	;à‹
0xdd	0x80c3	;à›
0xde	0x840e	;àﬁ
0xdf	0x8863	;àﬂ
0xe0	0x8b02	;à‡
0xe1	0x9055	;à·
0xe2	0x907a	;à‚
0xe3	0x533b	;à„
0xe4	0x4e95	;à‰
0xe5	0x4ea5	;àÂ
0xe6	0x57df	;àÊ
0xe7	0x80b2	;àÁ
0xe8	0x90c1	;àË
0xe9	0x78ef	;àÈ
0xea	0x4e00	;àÍ
0xeb	0x58f1	;àÎ
0xec	0x6ea2	;àÏ
0xed	0x9038	;àÌ
0xee	0x7a32	;àÓ
0xef	0x8328	;àÔ
0xf0	0x828b	;à
0xf1	0x9c2f	;àÒ
0xf2	0x5141	;àÚ
0xf3	0x5370	;àÛ
0xf4	0x54bd	;àÙ
0xf5	0x54e1	;àı
0xf6	0x56e0	;àˆ
0xf7	0x59fb	;à˜
0xf8	0x5f15	;à¯
0xf9	0x98f2	;à˘
0xfa	0x6deb	;à˙
0xfb	0x80e4	;à˚
0xfc	0x852d	;à¸

DBCSTABLE 188           ;LeadByte = 0x89

0x40	0x9662	;â@
0x41	0x9670	;âA
0x42	0x96a0	;âB
0x43	0x97fb	;âC
0x44	0x540b	;âD
0x45	0x53f3	;âE
0x46	0x5b87	;âF
0x47	0x70cf	;âG
0x48	0x7fbd	;âH
0x49	0x8fc2	;âI
0x4a	0x96e8	;âJ
0x4b	0x536f	;âK
0x4c	0x9d5c	;âL
0x4d	0x7aba	;âM
0x4e	0x4e11	;âN
0x4f	0x7893	;âO
0x50	0x81fc	;âP
0x51	0x6e26	;âQ
0x52	0x5618	;âR
0x53	0x5504	;âS
0x54	0x6b1d	;âT
0x55	0x851a	;âU
0x56	0x9c3b	;âV
0x57	0x59e5	;âW
0x58	0x53a9	;âX
0x59	0x6d66	;âY
0x5a	0x74dc	;âZ
0x5b	0x958f	;â[
0x5c	0x5642	;â\
0x5d	0x4e91	;â]
0x5e	0x904b	;â^
0x5f	0x96f2	;â_
0x60	0x834f	;â`
0x61	0x990c	;âa
0x62	0x53e1	;âb
0x63	0x55b6	;âc
0x64	0x5b30	;âd
0x65	0x5f71	;âe
0x66	0x6620	;âf
0x67	0x66f3	;âg
0x68	0x6804	;âh
0x69	0x6c38	;âi
0x6a	0x6cf3	;âj
0x6b	0x6d29	;âk
0x6c	0x745b	;âl
0x6d	0x76c8	;âm
0x6e	0x7a4e	;ân
0x6f	0x9834	;âo
0x70	0x82f1	;âp
0x71	0x885b	;âq
0x72	0x8a60	;âr
0x73	0x92ed	;âs
0x74	0x6db2	;ât
0x75	0x75ab	;âu
0x76	0x76ca	;âv
0x77	0x99c5	;âw
0x78	0x60a6	;âx
0x79	0x8b01	;ây
0x7a	0x8d8a	;âz
0x7b	0x95b2	;â{
0x7c	0x698e	;â|
0x7d	0x53ad	;â}
0x7e	0x5186	;â~
0x80	0x5712	;âÄ
0x81	0x5830	;âÅ
0x82	0x5944	;âÇ
0x83	0x5bb4	;âÉ
0x84	0x5ef6	;âÑ
0x85	0x6028	;âÖ
0x86	0x63a9	;âÜ
0x87	0x63f4	;âá
0x88	0x6cbf	;âà
0x89	0x6f14	;ââ
0x8a	0x708e	;âä
0x8b	0x7114	;âã
0x8c	0x7159	;âå
0x8d	0x71d5	;âç
0x8e	0x733f	;âé
0x8f	0x7e01	;âè
0x90	0x8276	;âê
0x91	0x82d1	;âë
0x92	0x8597	;âí
0x93	0x9060	;âì
0x94	0x925b	;âî
0x95	0x9d1b	;âï
0x96	0x5869	;âñ
0x97	0x65bc	;âó
0x98	0x6c5a	;âò
0x99	0x7525	;âô
0x9a	0x51f9	;âö
0x9b	0x592e	;âõ
0x9c	0x5965	;âú
0x9d	0x5f80	;âù
0x9e	0x5fdc	;âû
0x9f	0x62bc	;âü
0xa0	0x65fa	;â†
0xa1	0x6a2a	;â°
0xa2	0x6b27	;â¢
0xa3	0x6bb4	;â£
0xa4	0x738b	;â§
0xa5	0x7fc1	;â•
0xa6	0x8956	;â¶
0xa7	0x9d2c	;âß
0xa8	0x9d0e	;â®
0xa9	0x9ec4	;â©
0xaa	0x5ca1	;â™
0xab	0x6c96	;â´
0xac	0x837b	;â¨
0xad	0x5104	;â≠
0xae	0x5c4b	;âÆ
0xaf	0x61b6	;âØ
0xb0	0x81c6	;â∞
0xb1	0x6876	;â±
0xb2	0x7261	;â≤
0xb3	0x4e59	;â≥
0xb4	0x4ffa	;â¥
0xb5	0x5378	;âµ
0xb6	0x6069	;â∂
0xb7	0x6e29	;â∑
0xb8	0x7a4f	;â∏
0xb9	0x97f3	;âπ
0xba	0x4e0b	;â∫
0xbb	0x5316	;âª
0xbc	0x4eee	;âº
0xbd	0x4f55	;âΩ
0xbe	0x4f3d	;âæ
0xbf	0x4fa1	;âø
0xc0	0x4f73	;â¿
0xc1	0x52a0	;â¡
0xc2	0x53ef	;â¬
0xc3	0x5609	;â√
0xc4	0x590f	;âƒ
0xc5	0x5ac1	;â≈
0xc6	0x5bb6	;â∆
0xc7	0x5be1	;â«
0xc8	0x79d1	;â»
0xc9	0x6687	;â…
0xca	0x679c	;â 
0xcb	0x67b6	;âÀ
0xcc	0x6b4c	;âÃ
0xcd	0x6cb3	;âÕ
0xce	0x706b	;âŒ
0xcf	0x73c2	;âœ
0xd0	0x798d	;â–
0xd1	0x79be	;â—
0xd2	0x7a3c	;â“
0xd3	0x7b87	;â”
0xd4	0x82b1	;â‘
0xd5	0x82db	;â’
0xd6	0x8304	;â÷
0xd7	0x8377	;â◊
0xd8	0x83ef	;âÿ
0xd9	0x83d3	;âŸ
0xda	0x8766	;â⁄
0xdb	0x8ab2	;â€
0xdc	0x5629	;â‹
0xdd	0x8ca8	;â›
0xde	0x8fe6	;âﬁ
0xdf	0x904e	;âﬂ
0xe0	0x971e	;â‡
0xe1	0x868a	;â·
0xe2	0x4fc4	;â‚
0xe3	0x5ce8	;â„
0xe4	0x6211	;â‰
0xe5	0x7259	;âÂ
0xe6	0x753b	;âÊ
0xe7	0x81e5	;âÁ
0xe8	0x82bd	;âË
0xe9	0x86fe	;âÈ
0xea	0x8cc0	;âÍ
0xeb	0x96c5	;âÎ
0xec	0x9913	;âÏ
0xed	0x99d5	;âÌ
0xee	0x4ecb	;âÓ
0xef	0x4f1a	;âÔ
0xf0	0x89e3	;â
0xf1	0x56de	;âÒ
0xf2	0x584a	;âÚ
0xf3	0x58ca	;âÛ
0xf4	0x5efb	;âÙ
0xf5	0x5feb	;âı
0xf6	0x602a	;âˆ
0xf7	0x6094	;â˜
0xf8	0x6062	;â¯
0xf9	0x61d0	;â˘
0xfa	0x6212	;â˙
0xfb	0x62d0	;â˚
0xfc	0x6539	;â¸

DBCSTABLE 188           ;LeadByte = 0x8a

0x40	0x9b41	;ä@
0x41	0x6666	;äA
0x42	0x68b0	;äB
0x43	0x6d77	;äC
0x44	0x7070	;äD
0x45	0x754c	;äE
0x46	0x7686	;äF
0x47	0x7d75	;äG
0x48	0x82a5	;äH
0x49	0x87f9	;äI
0x4a	0x958b	;äJ
0x4b	0x968e	;äK
0x4c	0x8c9d	;äL
0x4d	0x51f1	;äM
0x4e	0x52be	;äN
0x4f	0x5916	;äO
0x50	0x54b3	;äP
0x51	0x5bb3	;äQ
0x52	0x5d16	;äR
0x53	0x6168	;äS
0x54	0x6982	;äT
0x55	0x6daf	;äU
0x56	0x788d	;äV
0x57	0x84cb	;äW
0x58	0x8857	;äX
0x59	0x8a72	;äY
0x5a	0x93a7	;äZ
0x5b	0x9ab8	;ä[
0x5c	0x6d6c	;ä\
0x5d	0x99a8	;ä]
0x5e	0x86d9	;ä^
0x5f	0x57a3	;ä_
0x60	0x67ff	;ä`
0x61	0x86ce	;äa
0x62	0x920e	;äb
0x63	0x5283	;äc
0x64	0x5687	;äd
0x65	0x5404	;äe
0x66	0x5ed3	;äf
0x67	0x62e1	;äg
0x68	0x64b9	;äh
0x69	0x683c	;äi
0x6a	0x6838	;äj
0x6b	0x6bbb	;äk
0x6c	0x7372	;äl
0x6d	0x78ba	;äm
0x6e	0x7a6b	;än
0x6f	0x899a	;äo
0x70	0x89d2	;äp
0x71	0x8d6b	;äq
0x72	0x8f03	;är
0x73	0x90ed	;äs
0x74	0x95a3	;ät
0x75	0x9694	;äu
0x76	0x9769	;äv
0x77	0x5b66	;äw
0x78	0x5cb3	;äx
0x79	0x697d	;äy
0x7a	0x984d	;äz
0x7b	0x984e	;ä{
0x7c	0x639b	;ä|
0x7d	0x7b20	;ä}
0x7e	0x6a2b	;ä~
0x80	0x6a7f	;äÄ
0x81	0x68b6	;äÅ
0x82	0x9c0d	;äÇ
0x83	0x6f5f	;äÉ
0x84	0x5272	;äÑ
0x85	0x559d	;äÖ
0x86	0x6070	;äÜ
0x87	0x62ec	;äá
0x88	0x6d3b	;äà
0x89	0x6e07	;äâ
0x8a	0x6ed1	;ää
0x8b	0x845b	;äã
0x8c	0x8910	;äå
0x8d	0x8f44	;äç
0x8e	0x4e14	;äé
0x8f	0x9c39	;äè
0x90	0x53f6	;äê
0x91	0x691b	;äë
0x92	0x6a3a	;äí
0x93	0x9784	;äì
0x94	0x682a	;äî
0x95	0x515c	;äï
0x96	0x7ac3	;äñ
0x97	0x84b2	;äó
0x98	0x91dc	;äò
0x99	0x938c	;äô
0x9a	0x565b	;äö
0x9b	0x9d28	;äõ
0x9c	0x6822	;äú
0x9d	0x8305	;äù
0x9e	0x8431	;äû
0x9f	0x7ca5	;äü
0xa0	0x5208	;ä†
0xa1	0x82c5	;ä°
0xa2	0x74e6	;ä¢
0xa3	0x4e7e	;ä£
0xa4	0x4f83	;ä§
0xa5	0x51a0	;ä•
0xa6	0x5bd2	;ä¶
0xa7	0x520a	;äß
0xa8	0x52d8	;ä®
0xa9	0x52e7	;ä©
0xaa	0x5dfb	;ä™
0xab	0x559a	;ä´
0xac	0x582a	;ä¨
0xad	0x59e6	;ä≠
0xae	0x5b8c	;äÆ
0xaf	0x5b98	;äØ
0xb0	0x5bdb	;ä∞
0xb1	0x5e72	;ä±
0xb2	0x5e79	;ä≤
0xb3	0x60a3	;ä≥
0xb4	0x611f	;ä¥
0xb5	0x6163	;äµ
0xb6	0x61be	;ä∂
0xb7	0x63db	;ä∑
0xb8	0x6562	;ä∏
0xb9	0x67d1	;äπ
0xba	0x6853	;ä∫
0xbb	0x68fa	;äª
0xbc	0x6b3e	;äº
0xbd	0x6b53	;äΩ
0xbe	0x6c57	;äæ
0xbf	0x6f22	;äø
0xc0	0x6f97	;ä¿
0xc1	0x6f45	;ä¡
0xc2	0x74b0	;ä¬
0xc3	0x7518	;ä√
0xc4	0x76e3	;äƒ
0xc5	0x770b	;ä≈
0xc6	0x7aff	;ä∆
0xc7	0x7ba1	;ä«
0xc8	0x7c21	;ä»
0xc9	0x7de9	;ä…
0xca	0x7f36	;ä 
0xcb	0x7ff0	;äÀ
0xcc	0x809d	;äÃ
0xcd	0x8266	;äÕ
0xce	0x839e	;äŒ
0xcf	0x89b3	;äœ
0xd0	0x8acc	;ä–
0xd1	0x8cab	;ä—
0xd2	0x9084	;ä“
0xd3	0x9451	;ä”
0xd4	0x9593	;ä‘
0xd5	0x9591	;ä’
0xd6	0x95a2	;ä÷
0xd7	0x9665	;ä◊
0xd8	0x97d3	;äÿ
0xd9	0x9928	;äŸ
0xda	0x8218	;ä⁄
0xdb	0x4e38	;ä€
0xdc	0x542b	;ä‹
0xdd	0x5cb8	;ä›
0xde	0x5dcc	;äﬁ
0xdf	0x73a9	;äﬂ
0xe0	0x764c	;ä‡
0xe1	0x773c	;ä·
0xe2	0x5ca9	;ä‚
0xe3	0x7feb	;ä„
0xe4	0x8d0b	;ä‰
0xe5	0x96c1	;äÂ
0xe6	0x9811	;äÊ
0xe7	0x9854	;äÁ
0xe8	0x9858	;äË
0xe9	0x4f01	;äÈ
0xea	0x4f0e	;äÍ
0xeb	0x5371	;äÎ
0xec	0x559c	;äÏ
0xed	0x5668	;äÌ
0xee	0x57fa	;äÓ
0xef	0x5947	;äÔ
0xf0	0x5b09	;ä
0xf1	0x5bc4	;äÒ
0xf2	0x5c90	;äÚ
0xf3	0x5e0c	;äÛ
0xf4	0x5e7e	;äÙ
0xf5	0x5fcc	;äı
0xf6	0x63ee	;äˆ
0xf7	0x673a	;ä˜
0xf8	0x65d7	;ä¯
0xf9	0x65e2	;ä˘
0xfa	0x671f	;ä˙
0xfb	0x68cb	;ä˚
0xfc	0x68c4	;ä¸

DBCSTABLE 188           ;LeadByte = 0x8b

0x40	0x6a5f	;ã@
0x41	0x5e30	;ãA
0x42	0x6bc5	;ãB
0x43	0x6c17	;ãC
0x44	0x6c7d	;ãD
0x45	0x757f	;ãE
0x46	0x7948	;ãF
0x47	0x5b63	;ãG
0x48	0x7a00	;ãH
0x49	0x7d00	;ãI
0x4a	0x5fbd	;ãJ
0x4b	0x898f	;ãK
0x4c	0x8a18	;ãL
0x4d	0x8cb4	;ãM
0x4e	0x8d77	;ãN
0x4f	0x8ecc	;ãO
0x50	0x8f1d	;ãP
0x51	0x98e2	;ãQ
0x52	0x9a0e	;ãR
0x53	0x9b3c	;ãS
0x54	0x4e80	;ãT
0x55	0x507d	;ãU
0x56	0x5100	;ãV
0x57	0x5993	;ãW
0x58	0x5b9c	;ãX
0x59	0x622f	;ãY
0x5a	0x6280	;ãZ
0x5b	0x64ec	;ã[
0x5c	0x6b3a	;ã\
0x5d	0x72a0	;ã]
0x5e	0x7591	;ã^
0x5f	0x7947	;ã_
0x60	0x7fa9	;ã`
0x61	0x87fb	;ãa
0x62	0x8abc	;ãb
0x63	0x8b70	;ãc
0x64	0x63ac	;ãd
0x65	0x83ca	;ãe
0x66	0x97a0	;ãf
0x67	0x5409	;ãg
0x68	0x5403	;ãh
0x69	0x55ab	;ãi
0x6a	0x6854	;ãj
0x6b	0x6a58	;ãk
0x6c	0x8a70	;ãl
0x6d	0x7827	;ãm
0x6e	0x6775	;ãn
0x6f	0x9ecd	;ão
0x70	0x5374	;ãp
0x71	0x5ba2	;ãq
0x72	0x811a	;ãr
0x73	0x8650	;ãs
0x74	0x9006	;ãt
0x75	0x4e18	;ãu
0x76	0x4e45	;ãv
0x77	0x4ec7	;ãw
0x78	0x4f11	;ãx
0x79	0x53ca	;ãy
0x7a	0x5438	;ãz
0x7b	0x5bae	;ã{
0x7c	0x5f13	;ã|
0x7d	0x6025	;ã}
0x7e	0x6551	;ã~
0x80	0x673d	;ãÄ
0x81	0x6c42	;ãÅ
0x82	0x6c72	;ãÇ
0x83	0x6ce3	;ãÉ
0x84	0x7078	;ãÑ
0x85	0x7403	;ãÖ
0x86	0x7a76	;ãÜ
0x87	0x7aae	;ãá
0x88	0x7b08	;ãà
0x89	0x7d1a	;ãâ
0x8a	0x7cfe	;ãä
0x8b	0x7d66	;ãã
0x8c	0x65e7	;ãå
0x8d	0x725b	;ãç
0x8e	0x53bb	;ãé
0x8f	0x5c45	;ãè
0x90	0x5de8	;ãê
0x91	0x62d2	;ãë
0x92	0x62e0	;ãí
0x93	0x6319	;ãì
0x94	0x6e20	;ãî
0x95	0x865a	;ãï
0x96	0x8a31	;ãñ
0x97	0x8ddd	;ãó
0x98	0x92f8	;ãò
0x99	0x6f01	;ãô
0x9a	0x79a6	;ãö
0x9b	0x9b5a	;ãõ
0x9c	0x4ea8	;ãú
0x9d	0x4eab	;ãù
0x9e	0x4eac	;ãû
0x9f	0x4f9b	;ãü
0xa0	0x4fa0	;ã†
0xa1	0x50d1	;ã°
0xa2	0x5147	;ã¢
0xa3	0x7af6	;ã£
0xa4	0x5171	;ã§
0xa5	0x51f6	;ã•
0xa6	0x5354	;ã¶
0xa7	0x5321	;ãß
0xa8	0x537f	;ã®
0xa9	0x53eb	;ã©
0xaa	0x55ac	;ã™
0xab	0x5883	;ã´
0xac	0x5ce1	;ã¨
0xad	0x5f37	;ã≠
0xae	0x5f4a	;ãÆ
0xaf	0x602f	;ãØ
0xb0	0x6050	;ã∞
0xb1	0x606d	;ã±
0xb2	0x631f	;ã≤
0xb3	0x6559	;ã≥
0xb4	0x6a4b	;ã¥
0xb5	0x6cc1	;ãµ
0xb6	0x72c2	;ã∂
0xb7	0x72ed	;ã∑
0xb8	0x77ef	;ã∏
0xb9	0x80f8	;ãπ
0xba	0x8105	;ã∫
0xbb	0x8208	;ãª
0xbc	0x854e	;ãº
0xbd	0x90f7	;ãΩ
0xbe	0x93e1	;ãæ
0xbf	0x97ff	;ãø
0xc0	0x9957	;ã¿
